Country;Area;Waterbody Type;Date;Ammonia (mg/l);Biochemical Oxygen Demand (mg/l);Dissolved Oxygen (mg/l);Orthophosphate (mg/l);pH (ph units);Temperature (cel);Nitrogen (mg/l);Nitrate (mg/l);CCME_Values;CCME_WQI
Canada;ES010ESPFMS608FQ;River;10/04/2012;0.1;2.0;8.186.363.636;0.2;7.79;1.098.818.182;0.4;0.400833333;8.659.700.897.114.690;Good
Canada;ES080ESPFES080-JU430;River;11/09/2012;0.1;5.0;11.05;0.2;7.79;3.0;0.4;24.0;8.659.700.897.114.690;Good
Canada;ES014ESPF14-RW-07-030;River;05/03/2012;0.101666665;2.0;8.808.333.317;0.2;7.79;1.653.333.314;0.4;9.133.333.445;8.659.700.897.114.690;Good
Canada;ES0912099;River;10/04/2012;0.08125;2.0;9.425;0.2;7.79;13.225;0.4;16.5;8.659.700.897.114.690;Good
Canada;ES0910618;River;11/09/2012;0.15;213.333;8.9;0.05;7.79;10.5;0.4;1.0;100.0;Excellent
Canada;ES040ESPF000400222;River;05/03/2012;0.15;213.333;10.725;0.05;7.79;8.825;0.4;1.675;100.0;Excellent
Canada;ES0910523;River;10/04/2012;0.15;448.333;9.825;0.1375;788.333;11.9;0.4;3.425;8.998.517.744.911.210;Good
Canada;ES0911156;River;11/09/2012;0.15;213.333;9.5;0.1675;7.79;13.5;0.4;7.15;8.835.102.021.084.400;Good
Canada;ES040ESPF000400190;River;05/03/2012;0.1;11.3;11.684.103.383.014.400;0.735;7.79;12.0;0.4;8.65;6.552.649.628.048.820;Fair
Canada;ES0910539;River;10/04/2012;0.15;213.333;91.625;0.05;7.79;120.875;0.4;1.0;100.0;Excellent
Canada;CZPMO_511-008;River;11/09/2012;0.06605;2.35;1.095.833;0.16886;7.975;1.060.833;0.4;2.825.774;882.767.581.731.565;Good
Canada;CZPLA_122;River;05/03/2012;0.07518;2.45;1.048.333;0.061;788.333;951.667;0.4;583.682;9.311.672.543.579.720;Good
Canada;ES010ESPFMS637FQ;River;10/04/2012;0.18365;2.325;1.058.333;0.08452;7.62;10.875;0.4;854.372;9.250.564.666.996.120;Good
Canada;ES030ESPFTA55310001;River;11/09/2012;0.05241;1.775;8.435.784.382;0.03506;7.575;1.837.614.567;0.4;1.132.523;100.0;Excellent
Canada;CZPVL_5013;River;05/03/2012;0.11384;1.775;1.116.667;0.08216;739.167;869.167;0.4;2.453.185;9.258.876.129.721.840;Good
Canada;CZPLA_98;River;10/04/2012;0.14177;419.167;965.833;0.061;778.333;1.084.167;0.4;1.826.055;9.311.672.543.579.720;Good
Canada;CZPVL_1090;River;11/09/2012;0.32435;3.25;10.835;0.061;841.667;1.178.333;0.4;2.305.625;9.311.672.543.579.720;Good
Canada;ES070ESPFSEG8;River;05/03/2012;0.1;2.0;96.825;0.2;748.333;1.222.333.333;0.4;2.115;8.659.700.897.114.690;Good
Canada;ES040ESPF000400395;River;10/04/2012;0.08646;1.975;1.048.333;0.20519;751.667;1.001.667;0.4;1.903.524;8.632.257.449.684.080;Good
Canada;ES040ESPF000400357;River;11/09/2012;0.1;4.868;9.004.846.265;0.2;755.833;1.547.072.511;0.4;1.210.833.333;8.659.700.897.114.690;Good
Canada;ES020ESPF004300028;River;05/03/2012;0.1;2.0;88.784.375;0.2;7.79;150.125;0.4;19.725;8.659.700.897.114.690;Good
Canada;ES080ESPFES080-JU004;River;10/04/2012;0.15;10.0;9.515.384.615;0.4;7.79;1.923.076.923;0.4;3.32;7.369.819.041.001.130;Fair
Canada;ES020ESPF004300327;River;11/09/2012;0.1;5.0;9.824;0.2;7.79;11.3;0.4;2.027.666.667;8.659.700.897.114.690;Good
Canada;ES040ESPF000400506;River;05/03/2012;1.29;7.2;11.684.103.383.014.400;0.231;7.79;5.4;0.4;4.3;7.283.832.991.629.710;Fair
Canada;ES030ESPFTA58007003;River;05/03/2012;0.1;213.333;9.973.333.333;1.656.666.667;7.79;1.503.333.333;0.4;5.0;5.741.496.440.591.240;Marginal
Canada;ES0910537;River;10/04/2012;0.13;213.333;9.0;0.05;7.79;11.9;0.4;1.0;100.0;Excellent
Canada;ES100ESPF210012000;River;11/09/2012;0.2;213.333;9.824;0.2;7.79;12.0;0.4;6.213.333.333;813.921.852.575.038;Good
Canada;ES0910656;River;05/03/2012;0.13;213.333;9.925;0.05;7.79;10.175;0.4;1.0;100.0;Excellent
Canada;ES100ESPF100073000;River;10/04/2012;0.2;213.333;9.824;0.2;7.79;12.0;0.4;9.1;8.659.700.897.114.690;Good
Canada;ES080ESPFES080-JU002;River;11/09/2012;0.05;2.0;10.625;0.05;7.79;18.25;0.4;3.425;100.0;Excellent
Canada;ES030ESPFTA63008002;River;05/03/2012;0.134;2.0;9.64;0.15;7.79;13.32;0.4;21.24;8.930.746.921.663.360;Good
Canada;ES030ESPFTA62908001;River;10/04/2012;46.625;2.0;8.325;0.6325;7.79;13.175;0.4;23.75;6.144.958.710.894.240;Marginal
Canada;ES0911347;River;11/09/2012;0.13;213.333;11.025;0.05;7.79;14.1;0.4;7.1;100.0;Excellent
Canada;ES0910611;River;05/03/2012;0.13;213.333;9.55;0.05;7.79;16.1;0.4;1.0;100.0;Excellent
Canada;ES100ESPF210013000;River;10/04/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;3.180.909.091;42.178.660.930.386.400;Poor
Canada;ES030ESPFTA59611005;River;11/09/2012;0.1;2.0;690.978.355;0.15;7.79;1.878.814.394;0.4;0.45;8.930.746.921.663.360;Good
Canada;CZPLA_175;River;05/03/2012;0.2642;2.4;1.051.667;0.061;7.35;9.75;0.4;583.682;9.311.672.543.579.720;Good
Canada;CZPMO_JPPRY015;River;10/04/2012;0.48878;3.325;969.167;0.56577;781.667;9.35;0.4;1.290.043;7.245.720.246.455.390;Fair
Canada;ES010ESPFMS639FQ;River;11/09/2012;0.13;170.833;10.925;0.05;809.167;12.175;0.4;4.5;100.0;Excellent
Canada;ES040ESPF000400371;River;05/03/2012;0.07378;6.381.818.182;1.086.667;0.02761;773.333;1.020.833;0.4;1.549.749;9.318.884.943.508.660;Good
Canada;CZPLA_304;River;10/04/2012;0.06659;166.667;1.108.333;0.061;7.55;918.333;0.4;859.537;9.311.672.543.579.720;Good
Canada;ES040ESPF000400506;River;11/09/2012;0.058;323.333;1.004.167;0.00788;814.167;1.088.333;0.4;386.976;100.0;Excellent
Canada;CZPVL_2035;River;05/03/2012;0.04672;1.4;1.086.583;0.061;8.075;9.45;0.4;1.705.794;9.311.672.543.579.720;Good
Canada;ES070ESPFTAI3;River;10/04/2012;0.04618;115.833;8.425.333.333;0.061;745.833;16.24;0.4;103.292;9.311.672.543.579.720;Good
Canada;ES010ESPFMS649FQ;River;11/09/2012;0.1;2.0;1.020.444.444;0.2;7.79;10.332;0.4;0.574166667;8.659.700.897.114.690;Good
Canada;ES010ESPFMS639FQ;River;05/03/2012;0.1;2.0;9.962.222.222;0.2;7.79;11.458;0.4;0.797777778;8.659.700.897.114.690;Good
Canada;ES010ESPFMS629FQ;River;10/04/2012;0.1;2.0;9.476.666.667;0.2;7.79;9.348.888.889;0.4;0.671111111;8.659.700.897.114.690;Good
Canada;ES100ESPF210003000;River;11/09/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;1.190.769.231;42.178.660.930.386.400;Poor
Canada;ES040ESPF000400371;River;05/03/2012;0.16164;299.167;8.495.784.144;0.061;766.667;1.888.615.908;0.4;583.682;9.311.672.543.579.720;Good
Canada;ES040ESPF000400079;River;10/04/2012;1.29;2.8;8.9;0.2;7.79;10.1;0.4;11.4;790.341.661.373.865;Fair
Canada;ES030ESPFTA65312006;River;11/09/2012;0.1;2.0;9.15;0.1;7.79;8.45;0.4;5.0;9.187.448.244.207.810;Good
Canada;ES020ESPF004300261;River;05/03/2012;0.1;5.0;8.915;0.2;7.79;11.025;0.4;0.575;8.659.700.897.114.690;Good
Canada;ES030ESPFTA65312003;River;10/04/2012;0.1;2.0;8.6;0.1;7.79;14.65;0.4;5.0;9.187.448.244.207.810;Good
Canada;ES014ESPF14-RW-01-140;River;11/09/2012;0.51274999;2.782.499.969;10.55;0.388000011;7.79;15.925;0.4;1.089.999.998;7.509.760.809.471.260;Fair
Canada;ES0910525;River;05/03/2012;0.24625;213.333;9.375;0.11;7.79;10.325;0.4;11.925;9.140.646.532.980.410;Good
Canada;ES0911038;River;10/04/2012;0.1575;213.333;9.3;0.35;7.79;14.4;0.4;10.075;7.958.698.668.630.050;Fair
Canada;ES014ESPF14-RW-06-180;River;11/09/2012;0.06659;2.0;1.163.333;0.00652;764.167;776.667;0.4;27.151;100.0;Excellent
Canada;ES010ESPFMS687FQ;River;05/03/2012;294.877;5.0;7.74;0.2;7.66;6.88;0.4;1.096.666.667;7.334.755.164.226.350;Fair
Canada;ES014ESPF14-RW-06-210;River;10/04/2012;0.060399999;2.0;9.553.999.996;0.2;780.833;1.725.999.966;0.4;8.639.999.866;8.659.700.897.114.690;Good
Canada;ES020ESPF004300026;River;11/09/2012;0.2;777.143;11.684.103.383.014.400;0.2;762.857;1.545.173.822;0.4;4.751.428.572;8.156.300.471.597.230;Good
Canada;ES010ESPFMS638FQ;River;05/03/2012;0.76361;385.833;1.021.667;0.01984;799.167;1.148.333;0.4;1.232.126;9.277.480.446.346.610;Good
Canada;ES040ESPF000400420;River;10/04/2012;0.11365;4.3;8.370.213.358;0.061;7.65;1.842.699.134;0.4;886.567;9.311.672.543.579.720;Good
Canada;ES070ESPFTUS3;River;11/09/2012;0.04887;1.025;8.482.631.579;0.00978;770.833;1.537.368.421;0.4;1.774.409;100.0;Excellent
Canada;ES010ESPFMS615FQ;River;05/03/2012;0.1;2.0;9.895;0.2;754.583;1.198.833.333;0.4;1.893.333.333;8.659.700.897.114.690;Good
Canada;ES100ESPF100005000;River;10/04/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;5.0;42.178.660.930.386.400;Poor
Canada;ES100ESPF110005000;River;11/09/2012;20.0;5.0;8.900.588.235;20.0;771.667;1.501.176.471;0.4;28.3;42.178.660.930.386.400;Poor
Canada;ES014ESPF14-RW-01-140;River;05/03/2012;0.1;2.0;9.312.500.079;0.2;790.833;144.083.333;0.4;1.088;8.659.700.897.114.690;Good
Canada;ES010ESPFMS617FQ;River;10/04/2012;0.1;2.0;9.983.333.333;0.2;7.79;1.114.333.333;0.4;2.050.833.333;8.659.700.897.114.690;Good
Canada;ES010ESPFMS013FQ;River;11/09/2012;0.1;2.0;9.246.666.667;0.2;793.333;15.17;0.4;2.629.166.667;8.659.700.897.114.690;Good
Canada;ES080ESPFES080-JU109;River;05/03/2012;0.05;2.0;1.148.571.429;0.178714286;7.79;18.8;0.4;5.171.428.571;8.270.097.035.745.700;Good
Canada;ES100ESPF135101000;River;10/04/2012;0.2;213.333;9.824;0.2;7.79;12.0;0.4;9.3;8.659.700.897.114.690;Good
Canada;ES020ESPF004300703;River;11/09/2012;0.1;5.0;11.684.103.383.014.400;0.75;7.79;1.446.666.667;0.4;1.775;6.817.508.612.141.630;Fair
Canada;ES020ESPF004300067;River;05/03/2012;0.1;5.0;7.01;0.2;7.79;1.463.333.333;0.4;0.44;8.659.700.897.114.690;Good
Canada;ES100ESPF220009000;River;10/04/2012;0.13;213.333;8.98;0.14;7.79;13.64;0.4;17.275;8.985.046.233.665.670;Good
Canada;ES030ESPFTAM580998;River;11/09/2012;0.05;2.0;8.975;0.3195;7.79;13.75;0.4;0.5;8.085.465.632.427.870;Good
Canada;ES0911177;River;05/03/2012;0.15;213.333;10.0;0.07;7.79;12.725;0.4;15.925;9.294.536.853.574.490;Good
Canada;ES020ESPF004300794;River;10/04/2012;0.1;5.0;9.138.888.889;0.2;7.79;1.412.222.222;0.4;4.197.375;8.659.700.897.114.690;Good
Canada;CZPMO_ZPPLT011;River;11/09/2012;0.0915;144.167;1.141.667;0.13086;8.15;864.167;0.4;730.791;9.033.997.224.432.980;Good
Canada;CZPMO_504-019;River;05/03/2012;0.18806;274.167;925.833;0.05058;771.667;1.070.833;0.4;1.630.169;9.319.543.377.657.440;Good
Canada;ES100ESPF220009000;River;10/04/2012;20.0;0.98182;1.155.455;20.0;673.636;745.455;0.4;1.766.666.667;42.178.660.930.386.400;Poor
Canada;CZPOH_15375;River;11/09/2012;0.11384;1.85;9.2;0.061;6.425;895.833;0.4;1.593.648;9.311.672.543.579.720;Good
Canada;ES070ESPFBLA1;River;05/03/2012;0.1;2.0;7.96;0.2;7.79;12.3;0.4;4.696.521.739;8.659.700.897.114.690;Good
Canada;ES020ESPF004300749;River;10/04/2012;0.148333333;5.0;88.075;17.725;754.167;1.281.538.462;0.4;2.934.166.667;5.664.187.449.065.720;Marginal
Canada;ES010ESPFMS634FQ;River;11/09/2012;0.1;2.0;1.000.736.842;0.2;7.79;15.2;0.4;4.329.166.667;8.659.700.897.114.690;Good
Canada;ES040ESPF000400373;River;05/03/2012;0.109166667;6.481.818.182;11.684.103.383.014.400;0.2;7.79;1.697.238.903;0.4;6.644.166.667;8.199.227.763.059.850;Good
Canada;ES030ESPFTA58007012;River;10/04/2012;0.1;2.0;11.684.103.383.014.400;0.15;7.79;16.551.875;0.4;0.789285714;8.930.746.921.663.360;Good
Canada;ES030ESPFTA51201001;River;11/09/2012;0.1;2.0;8.35;0.1;7.79;12.85;0.4;5.0;9.187.448.244.207.810;Good
Canada;ES040ESPF000400117;River;05/03/2012;0.2;213.333;10.2;20.0;7.79;8.6;0.4;20.5;4.353.752.553.549.320;Poor
Canada;ES030ESPFTACC649002;River;10/04/2012;0.05;2.0;11.684.103.383.014.400;0.36;7.79;17.75;0.4;2.525;7.918.772.007.324.590;Fair
Canada;ES014ESPF14-RW-05-250;River;11/09/2012;0.05;2.0;1.084.800.014;0.2;7.79;1.416.000.023;0.4;7.450.000.048;8.659.700.897.114.690;Good
Canada;ES080ESPFES080-JU133;River;05/03/2012;0.046;2.0;96.575;0.298333333;7.79;17.975;0.4;4.0;817.804.062.794.012;Good
Canada;ES100ESPF100087000;River;10/04/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;2.933.636.364;42.178.660.930.386.400;Poor
Canada;ES014ESPF14-RW-05-200;River;11/09/2012;0.05;2.0;1.042.875.004;0.2;7.225;1.506.250.024;0.4;6.625.000.119;8.659.700.897.114.690;Good
Canada;ES060ESPFMA00MD0139;River;05/03/2012;0.0435;246.667;10.6;0.01503;7.65;1.016.667;0.4;3.751.713;100.0;Excellent
Canada;CZPOH_1058;River;10/04/2012;0.16325;258.333;993.333;0.061;734.167;11.0;0.4;981.274;9.311.672.543.579.720;Good
Canada;CZPVL_3634;River;11/09/2012;0.03866;1.3;1.032.583;0.061;801.667;939.167;0.4;434.195;9.311.672.543.579.720;Good
Canada;ES100ESPF080006000;River;05/03/2012;20.0;213.333;1.027.555.556;20.0;7.79;1.488.666.667;0.4;2.483.333.333;42.178.660.930.386.400;Poor
Canada;ES040ESPF000400117;River;05/03/2012;0.06659;4.527.272.727;76.125;0.02446;769.917;14.9;0.4;1.039.191;100.0;Excellent
Canada;ES080ESPFES080-JU272;River;10/04/2012;0.046;2.0;9.553.333.333;0.061;7.79;17.775;0.4;4.05;9.311.672.543.579.720;Good
Canada;ES100ESPF100069000;River;11/09/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;9.218.181.818;42.178.660.930.386.400;Poor
Canada;ES030ESPFTA50905005;River;05/03/2012;0.1;2.0;8.521.428.551;0.2375;7.79;1.578.571.442;0.4;5.275;8.466.133.728.938.370;Good
Canada;CZPLA_649;River;10/04/2012;0.35872;228.333;1.113.333;0.061;8.0;841.667;0.4;3.497.172;9.311.672.543.579.720;Good
Canada;ES0911149;River;11/09/2012;0.13;213.333;9.85;0.05;7.79;9.4;0.4;3.225;100.0;Excellent
Canada;ES080ESPFES080-JU112;River;05/03/2012;0.046;5.05;1.070.833;2.026.666.667;7.375;926.667;0.4;4.616.666.667;5.365.785.416.537.160;Marginal
Canada;ES100ESPF100085000;River;05/03/2012;20.0;213.333;9.824;20.0;7.79;12.0;0.4;1.634.545.455;42.178.660.930.386.400;Poor
Canada;ES070ESPFSEG5;River;10/04/2012;0.1277;328.333;5.475;0.13423;816.667;920.833;0.4;4.216.527;9.016.051.052.557.740;Good
Canada;CZPLA_172;River;11/09/2012;0.4876;551.667;1.049.167;0.061;813.333;12.4;0.4;2.497.453;9.311.672.543.579.720;Good
Canada;ES030ESPFTA50905005;River;05/03/2012;0.114923077;9.350.833.333;11.684.103.383.014.400;0.169692308;7.79;1.601.715.976;0.4;0.45;63.537.289.233.250.700;Marginal
Canada;ES100ESPF100078000;River;10/04/2012;20.0;523.636;9.147.857.143;20.0;778.182;1.085.714.286;0.4;2.441.666.667;42.178.660.930.386.400;Poor
Canada;ES070ESPFBENI1;River;11/09/2012;0.1;2.0;8.592.666.667;0.04;7.79;1.558.666.667;0.4;1.570.533.333;100.0;Excellent
Canada;ES070ESPFJUD1;River;05/03/2012;0.1;10.0;8.414;0.4;776.667;1.773.636.365;0.4;98.634.375;6.809.468.652.975.970;Fair
Canada;ES080ESPFES080-JU222;River;05/03/2012;0.1;5.0;6.673.571.429;0.2;7.79;1.947.857.143;0.4;1.576.666.667;8.659.700.897.114.690;Good
Canada;ES080ESPFES080-JU112;River;10/04/2012;0.046;213.333;1.119.361.111;0.061;7.79;1.848.611.111;0.4;9.825;9.311.672.543.579.720;Good
Canada;ES030ESPFTA60009007;River;11/09/2012;0.1;2.25;8.075;0.061;7.79;15.75;0.4;583.682;9.311.672.543.579.720;Good
Canada;ES030ESPFTA60009008;River;05/03/2012;0.1;2.0;8.3;0.1;7.79;18.525;0.4;5.0;9.187.448.244.207.810;Good
Canada;ES0910632;River;10/04/2012;0.15;213.333;10.175;0.05;7.79;11.325;0.4;1.0;100.0;Excellent
Canada;ES0910029;River;11/09/2012;0.15;213.333;9.95;0.06;7.79;17.425;0.4;10.175;9.313.014.690.117.340;Good
Canada;ES030ESPFTA65708001;River;05/03/2012;5.44;4.0;8.62;0.394166667;7.79;9.6;0.4;2.066.666.667;63.703.208.479.263.700;Marginal
Canada;ES0910642;River;05/03/2012;0.15;213.333;9.65;0.085;7.79;11.8;0.4;1.0;924.882.562.903.882;Good
Canada;ES060ESPFMA00MD0142;River;10/04/2012;0.13;2.0;8.95;0.05;7.79;16.5;0.4;1.0;100.0;Excellent
Canada;ES0910654;River;11/09/2012;0.15;213.333;10.6;0.05;7.79;10.075;0.4;2.0;100.0;Excellent
Canada;ES060ESPFMA234;River;05/03/2012;0.07325;2.205;10.3;0.45875;7.79;16.025;0.4;2.095;7.563.540.875.079.340;Fair
Canada;CZPOH_1101;River;10/04/2012;0.11026;2.0;9.4;0.061;743.333;1.153.333;0.4;763.377;9.311.672.543.579.720;Good
Canada;CZPVL_4005;River;11/09/2012;0.14997;305.833;1.000.833;0.061;759.167;11.9;0.4;1.493.039;9.311.672.543.579.720;Good
Canada;ES040ESPF000400335;River;05/03/2012;0.06949;127.273;9.935;0.04201;7.45;1.939.166.667;0.4;1.828.268;100.0;Excellent
Canada;CZPLA_352;River;05/03/2012;0.10826;2.53;9.275;0.061;7.4;9.12;0.4;1.319.186;9.311.672.543.579.720;Good
Canada;ES070ESPFMORA1;River;10/04/2012;0.65963;476.364;11.684.103.383.014.400;0.10534;810.909;1.640.769.231;0.4;1.110.389;8.507.337.080.164.480;Good
Canada;CZPOH_1105;River;11/09/2012;0.18043;188.333;973.333;0.061;7.3;1.133.333;0.4;1.694.257;9.311.672.543.579.720;Good
Canada;ES070ESPFEAR1;River;05/03/2012;0.1;2.0;8.085;0.045;7.79;15.2;0.4;6.961.625;9.274.497.462.059.980;Good
Canada;ES070ESPFGUA5;River;10/04/2012;0.392;2.92;7.294;1.446;7.79;18.14;0.4;8.372;5.904.974.233.610.180;Marginal
Canada;ES030ESPFTA65708001;River;11/09/2012;0.1;2.461.538.462;9.052.908.163;0.061;7.79;1.709.062.857;0.4;583.682;9.311.672.543.579.720;Good
Canada;ES030ESPFTA53305001;River;05/03/2012;0.74;213.333;6.85;2.41;7.79;1.126.666.667;0.4;7.796.666.667;5.190.697.917.599.960;Marginal
Canada;ES030ESPFTACC599992;River;05/03/2012;0.05;2.0;8.6;0.05;7.79;12.25;0.4;0.7425;100.0;Excellent
Canada;ES0911351;River;10/04/2012;0.15;213.333;9.325;34.725;7.79;11.875;0.4;14.625;5.040.634.340.382.120;Marginal
Canada;ES0910025;River;11/09/2012;0.15;213.333;8.583.333.333;0.14;7.79;1.641.666.667;0.4;10.95;8.985.046.233.665.670;Good
Canada;ES030ESPFTA53306006;River;05/03/2012;0.36;2.25;8.3;1.042;7.79;11.9;0.4;33.27;6.338.554.442.206.930;Marginal
Canada;ES030ESPFTA50806004;River;10/04/2012;0.125;2.0;90.125;0.19375;7.79;12.375;0.4;5.0;8.692.993.058.457.350;Good
Canada;ES0910591;Lake;11/09/2012;0.15;213.333;9.3;0.09375;7.79;160.375;0.4;11.375;9.214.534.221.261.760;Good
Canada;CZPMO_501-011;River;05/03/2012;0.94942;1.775;11.4;0.09376;794.167;963.333;0.4;1.238.028;8.449.213.378.328.470;Good
Canada;ES030ESPFTA50805004;River;05/03/2012;0.1;2.0;8.460.568.562;0.15;8.05;143.277.592;0.4;0.45;8.930.746.921.663.360;Good
Canada;ES080ESPFES080-JU122;River;10/04/2012;171.293;862.727;9.797.647.059;0.061;789.091;18.0;0.4;653.154;7.641.992.288.476.530;Fair
Canada;ES070ESPFMUL5;River;11/09/2012;0.100555556;2.0;9.824;0.2;7.79;12.0;0.4;4.022.222.222;8.659.700.897.114.690;Good
Canada;ES070ESPFCHIC2;River;05/03/2012;0.13;10.0;8.646.923.077;0.060166667;7.79;1.796.923.077;0.4;289.125;8.584.270.304.607.060;Good
Canada;ES070ESPFMOR3;River;10/04/2012;0.6;10.0;11.684.103.383.014.400;0.886666666;7.79;16.975;0.4;2.346.833.337;60.059.594.065.741.400;Marginal
Canada;ES080ESPFES080-JU154;River;11/09/2012;0.046;2.0;10.065;0.061;7.79;9.85;0.4;4.0;9.311.672.543.579.720;Good
Canada;ES080ESPFES080-JU081;River;05/03/2012;0.05;2.0;9.225;0.05;7.79;18.0;0.4;9.55;100.0;Excellent
Canada;ES100ESPF080007000;River;05/03/2012;0.046;2.0;101.375;0.061;7.79;10.375;0.4;4.0;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-05-230;River;10/04/2012;0.05;2.0;1.023.749.971;0.2;7.79;1.181.249.976;0.4;6.273.749.864;8.659.700.897.114.690;Good
Canada;ES063ESPFGV1035001;River;11/09/2012;0.06975;2.0;8.060.833.333;0.132583333;7.79;1.591.666.667;0.4;7.446.666.667;9.024.837.053.361.790;Good
Canada;ES100ESPF210003000;River;05/03/2012;0.2;213.333;10.125;0.2;7.79;8.15;0.4;15.125;8.659.700.897.114.690;Good
Canada;ES080ESPFES080-JU156;River;10/04/2012;0.05;2.0;10.075;0.05;7.79;13.0;0.4;8.75;100.0;Excellent
Canada;ES080ESPFES080-JU162;River;11/09/2012;0.05875;2.0;10.75;0.05;7.79;9.0;0.4;5.0;100.0;Excellent
Canada;ES014ESPF14-RW-09-010;River;05/03/2012;0.1005;2.0;1.016.800.003;0.2;7.79;1.424.000.034;0.4;7.399.999.976;8.659.700.897.114.690;Good
Canada;ES014ESPF14-RW-18-020;River;05/03/2012;0.05;2.0;1.030.166.658;0.2;7.79;1.374.444.464;0.4;5.006.249.934;8.659.700.897.114.690;Good
Canada;ES0911368;River;10/04/2012;0.13;2.0;9.775;0.05;7.79;12.175;0.4;2.275;100.0;Excellent
Canada;ES063ESPFAA0000761;River;11/09/2012;0.084;2.24;10.3;0.2205;7.79;10.25;0.4;4.48;8.552.478.270.235.110;Good
Canada;ES060ESPFMA603;River;05/03/2012;0.05;2.0;10.15;0.0885;7.79;15.9;0.4;1.0;9.235.676.457.998.530;Good
Canada;ES060ESPFMA604;River;10/04/2012;0.2125;2.0;11.45;0.144;7.79;15.45;0.4;2.0;8.963.393.600.613.690;Good
Canada;ES100ESPF090002000;River;11/09/2012;0.2;213.333;9.824;20.0;7.79;12.0;0.4;5.35;4.353.752.553.549.320;Poor
Canada;ES0910592;River;05/03/2012;0.13;213.333;9.9;0.14125;7.79;18.475;0.4;14.25;8.978.291.695.770.790;Good
Canada;ES0911420;River;05/03/2012;0.18625;213.333;9.425;0.225;7.79;11.9;0.4;4.5;8.529.385.062.346.380;Good
Canada;ES0910023;River;10/04/2012;0.13;213.333;9.575;0.10625;7.79;11.075;0.4;2.6;9.158.630.608.814.500;Good
Canada;ES014ESPF14-RW-17-090;River;11/09/2012;0.05;2.0;9.814.999.819;0.05;7.79;1.339.999.962;0.4;2.636.250.025;100.0;Excellent
Canada;ES060ESPFMA149;River;05/03/2012;0.068750001;2.0;1.029.124.999;0.05;7.79;1.317.499.995;0.4;1.788.249.999;100.0;Excellent
Canada;ES063ESPFAA0000748;River;10/04/2012;0.13;2.0;9.725;0.05;7.79;17.325;0.4;6.025;100.0;Excellent
Canada;CZPOH_1378;River;11/09/2012;0.04726;101.111;1.108.889;0.061;744.444;723.333;0.4;64.828;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-10-040;River;05/03/2012;0.473999994;2.0;9.277.499.795;0.2;7.79;1.322.500.014;0.4;9.625.000.119;8.659.700.897.114.690;Good
Canada;ES080ESPFES080-JU089;River;05/03/2012;0.202875;4.6;1.011.125;0.4165;7.79;15.425;0.4;404.586.525;7.707.306.596.758.210;Fair
Canada;CZPLA_129;River;10/04/2012;0.1;2.44;9.824;0.061;7.79;12.0;0.4;2.372.765;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-06-220;River;11/09/2012;0.05;2.0;9.903.749.704;0.05;7.79;13.0;0.4;3.965.249.956;100.0;Excellent
Canada;ES080ESPFES080-JU114;River;05/03/2012;0.046;2.0;10.69;0.061;7.79;11.9;0.4;6.425;9.311.672.543.579.720;Good
Canada;ES014ESPF14-RW-14-070;River;10/04/2012;0.05;2.0;1.019.875.002;0.05;7.79;1.239.999.986;0.4;3.950.750.053;100.0;Excellent
Canada;ES080ESPFES080-JU080;River;11/09/2012;0.05;2.0;10.55;0.061;7.79;18.2;0.4;6.1;9.311.672.543.579.720;Good
Canada;ES0910606;River;05/03/2012;0.13;213.333;10.875;0.05;7.79;8.4;0.4;1.0;100.0;Excellent
Canada;ES064ESPFGN0000401;River;05/03/2012;0.05;2.0;9.45;0.05;7.79;15.3;0.4;1.0;100.0;Excellent
Canada;ES0910627;River;10/04/2012;0.15;213.333;9.8;0.2675;7.79;14.25;0.4;15.25;8.319.929.126.834.910;Good
Canada;ES030ESPFTA53504003;River;11/09/2012;0.1;2.0;8.475;0.1;7.79;11.975;0.4;5.75;9.187.448.244.207.810;Good
Canada;ES030ESPFTA51104003;River;05/03/2012;0.1;2.0;8.95;0.1;7.79;14.225;0.4;8.75;9.187.448.244.207.810;Good
Canada;ES063ESPFAA0000710;River;10/04/2012;0.09075;26.575;9.025;0.6075;7.79;13.975;0.4;21.775;713.712.371.724.866;Fair
Canada;ES080ESPFES080-JU097;River;11/09/2012;0.046;2.575;104.125;0.521;7.79;13.8;0.4;7.175;7.371.287.374.306.430;Fair
Canada;ES060ESPFMA217;River;05/03/2012;1.824.666.667;4.233.333.333;10.5;0.441666667;7.79;1.556.666.667;0.4;2.726.666.667;6.983.568.622.468.070;Fair
Canada;ES080ESPFES080-JU464;River;05/03/2012;0.12375;2.0;11.684.103.383.014.400;2.325;7.79;1.664.285.714;0.4;30.5;5.380.876.664.466.720;Marginal
Canada;ES020ESPF004300021;River;10/04/2012;0.1;5.0;9.226.470.588;0.2;7.79;1.194.705.882;0.4;1.698.181.818;8.659.700.897.114.690;Good
